MT074461	p__Uroviricota;c__Caudoviricetes;o__Demerecviridae;f__Demerecviridae;g__Epseptimavirus;s__Epseptimavirus smaug
ON081052	p__Uroviricota;c__Caudoviricetes;o__Drexlerviridae;f__Drexlerviridae;g__Guelphvirus;s__Guelphvirus SCS31
KJ010489	p__Uroviricota;c__Caudoviricetes;o__Efemunavirus;f__Efemunavirus;g__Efemunavirus;s__Efemunavirus Efm1
OP072491	p__Uroviricota;c__Caudoviricetes;o__Umezonoviridae;f__Umezonoviridae;g__Namikivirus;s__Namikivirus usui
ON724010	p__Uroviricota;c__Caudoviricetes;o__Amherstvirus;f__Amherstvirus;g__Amherstvirus;s__Amherstvirus pineapplepizza
MN062187	p__Uroviricota;c__Caudoviricetes;o__Septimatrevirus;f__Septimatrevirus;g__Septimatrevirus;s__Septimatrevirus samson
OP072486	p__Uroviricota;c__Caudoviricetes;o__Umezonoviridae;f__Umezonoviridae;g__Namikivirus;s__Namikivirus akeshi
OP031115	p__Uroviricota;c__Caudoviricetes;o__Umezonoviridae;f__Umezonoviridae;g__Namikivirus;s__Namikivirus tushida
ON809560	p__Uroviricota;c__Caudoviricetes;o__Sircambvirus;f__Sircambvirus;g__Sircambvirus;s__Sircambvirus pKp383
ON185589	p__Uroviricota;c__Caudoviricetes;o__Drexlerviridae;f__Drexlerviridae;g__Hanrivervirus;s__Hanrivervirus EC147
ON042750	p__Uroviricota;c__Caudoviricetes;o__Salasmaviridae;f__Salasmaviridae;g__Bahkauvirus;s__Bahkauvirus chedec
ON191532	p__Uroviricota;c__Caudoviricetes;o__Mboquatrovirus;f__Mboquatrovirus;g__Mboquatrovirus;s__Mboquatrovirus Mbo4
OP018674	p__Uroviricota;c__Caudoviricetes;o__Efemunavirus;f__Efemunavirus;g__Efemunavirus;s__Efemunavirus Lg62
MH791397	p__Uroviricota;c__Caudoviricetes;o__Herelleviridae;f__Herelleviridae;g__Schiekvirus;s__Schiekvirus Efsszw1
OK108608	p__Uroviricota;c__Caudoviricetes;o__Jerseyvirus;f__Jerseyvirus;g__Jerseyvirus;s__Jerseyvirus S528
OX460980	p__Uroviricota;c__Caudoviricetes;o__Vequintavirus;f__Vequintavirus;g__Vequintavirus;s__Vequintavirus Aya
MT894004	p__Uroviricota;c__Caudoviricetes;o__Sircambvirus;f__Sircambvirus;g__Sircambvirus;s__Sircambvirus MEW1
OM982620	p__Uroviricota;c__Caudoviricetes;o__Kremarvirus;f__Kremarvirus;g__Kremarvirus;s__Kremarvirus kremar
MZ501097	p__Uroviricota;c__Caudoviricetes;o__Dhillonvirus;f__Dhillonvirus;g__Dhillonvirus;s__Dhillonvirus paulfeyerabend
MZ398021	p__Uroviricota;c__Caudoviricetes;o__Ringroadvirus;f__Ringroadvirus;g__Ringroadvirus;s__Ringroadvirus BUCT47333
MT701592	p__Uroviricota;c__Caudoviricetes;o__Drexlerviridae;f__Drexlerviridae;g__Webervirus;s__Webervirus solomon
OP031048	p__Uroviricota;c__Caudoviricetes;o__Umezonoviridae;f__Umezonoviridae;g__Namikivirus;s__Namikivirus takura
MF140423	p__Uroviricota;c__Caudoviricetes;o__Gordonvirus;f__Gordonvirus;g__Gordonvirus;s__Gordonvirus nightmare
DQ003637	p__Uroviricota;c__Caudoviricetes;o__Aquingentivirus;f__Aquingentivirus;g__Aquingentivirus;s__Aquingentivirus A500
ON529854	p__Uroviricota;c__Caudoviricetes;o__Mesyanzhinovviridae;f__Mesyanzhinovviridae;g__Donnerlittchenvirus;s__Donnerlittchenvirus donnerlittchenvirus
OP072867	p__Uroviricota;c__Caudoviricetes;o__Umezonoviridae;f__Umezonoviridae;g__Namikivirus;s__Namikivirus sakae
OP072408	p__Uroviricota;c__Caudoviricetes;o__Umezonoviridae;f__Umezonoviridae;g__Namikivirus;s__Namikivirus tsukuho
MT856905	p__Uroviricota;c__Caudoviricetes;o__Herelleviridae;f__Herelleviridae;g__Schiekvirus;s__Schiekvirus A2
MN586033	p__Uroviricota;c__Caudoviricetes;o__Emirosevirus;f__Emirosevirus;g__Emirosevirus;s__Emirosevirus emirose
OP072766	p__Uroviricota;c__Caudoviricetes;o__Umezonoviridae;f__Umezonoviridae;g__Namikivirus;s__Namikivirus wadai
MT080103	p__Uroviricota;c__Caudoviricetes;o__Demerecviridae;f__Demerecviridae;g__Tequintavirus;s__Tequintavirus ECOP18
ON932084	p__Uroviricota;c__Caudoviricetes;o__Mesyanzhinovviridae;f__Mesyanzhinovviridae;g__Bosavirus;s__Bosavirus Doca10
ON366410	p__Uroviricota;c__Caudoviricetes;o__Layangavirus;f__Layangavirus;g__Layangavirus;s__Layangavirus LY1
KU204984	p__Uroviricota;c__Caudoviricetes;o__Mesyanzhinovviridae;f__Mesyanzhinovviridae;g__Pamexvirus;s__Pamexvirus AAT1
OP590147	p__Uroviricota;c__Caudoviricetes;o__Saffermanviridae;f__Saffermanviridae;g__Wumptrevirus;s__Wumptrevirus LPP2
MH424444	p__Uroviricota;c__Caudoviricetes;o__Cornellvirus;f__Cornellvirus;g__Cornellvirus;s__Cornellvirus VSiP
MN070121	p__Uroviricota;c__Caudoviricetes;o__Cornellvirus;f__Cornellvirus;g__Cornellvirus;s__Cornellvirus shemara
MT653143	p__Uroviricota;c__Caudoviricetes;o__Demerecviridae;f__Demerecviridae;g__Tequintavirus;s__Tequintavirus tv3sent1
MN234170	p__Uroviricota;c__Caudoviricetes;o__Malagasyrosevirus;f__Malagasyrosevirus;g__Malagasyrosevirus;s__Malagasyrosevirus malagasyrose
OP072555	p__Uroviricota;c__Caudoviricetes;o__Umezonoviridae;f__Umezonoviridae;g__Namikivirus;s__Namikivirus oda
OQ243221	p__Uroviricota;c__Caudoviricetes;o__Drexlerviridae;f__Drexlerviridae;g__Rogunavirus;s__Rogunavirus UDF157w
OP030953	p__Uroviricota;c__Caudoviricetes;o__Umezonoviridae;f__Umezonoviridae;g__Namikivirus;s__Namikivirus hosomi
MT074460	p__Uroviricota;c__Caudoviricetes;o__Demerecviridae;f__Demerecviridae;g__Epseptimavirus;s__Epseptimavirus bux
OP712466	p__Uroviricota;c__Caudoviricetes;o__Septimatrevirus;f__Septimatrevirus;g__Septimatrevirus;s__Septimatrevirus PSV32
OP030980	p__Uroviricota;c__Caudoviricetes;o__Umezonoviridae;f__Umezonoviridae;g__Namikivirus;s__Namikivirus koyama
OL539442	p__Uroviricota;c__Caudoviricetes;o__Bonzeevirus;f__Bonzeevirus;g__Bonzeevirus;s__Bonzeevirus ulliraptor
MZ826350	p__Uroviricota;c__Caudoviricetes;o__Kremarvirus;f__Kremarvirus;g__Kremarvirus;s__Kremarvirus M51
MZ150789	p__Uroviricota;c__Caudoviricetes;o__Footloosevirus;f__Footloosevirus;g__Footloosevirus;s__Footloosevirus footloose
MT664984	p__Uroviricota;c__Caudoviricetes;o__Mesyanzhinovviridae;f__Mesyanzhinovviridae;g__Bosavirus;s__Bosavirus Xp12
MZ501266	p__Uroviricota;c__Caudoviricetes;o__Ahotrevirus;f__Ahotrevirus;g__Ahotrevirus;s__Ahotrevirus AH03
MN310549	p__Uroviricota;c__Caudoviricetes;o__Aziravirus;f__Aziravirus;g__Aziravirus;s__Aziravirus gibbous
OP056089	p__Uroviricota;c__Caudoviricetes;o__Chaseviridae;f__Chaseviridae;g__Liaoningvirus;s__Liaoningvirus VPs20
OK040792	p__Uroviricota;c__Caudoviricetes;o__Kozievirus;f__Kozievirus;g__Kozievirus;s__Kozievirus kozie
OQ579032	p__Uroviricota;c__Caudoviricetes;o__Autographiviridae;f__Autographiviridae;g__Przondovirus;s__Przondovirus whistle
MN586020	p__Uroviricota;c__Caudoviricetes;o__Meganvirus;f__Meganvirus;g__Meganvirus;s__Meganvirus megan
MK757448	p__Uroviricota;c__Caudoviricetes;o__Idahovirus;f__Idahovirus;g__Idahovirus;s__Idahovirus idaho
KT588072	p__Uroviricota;c__Caudoviricetes;o__Efemquintavirus;f__Efemquintavirus;g__Efemquintavirus;s__Efemquintavirus Efm5
ON184124	p__Uroviricota;c__Caudoviricetes;o__Dhillonvirus;f__Dhillonvirus;g__Dhillonvirus;s__Dhillonvirus PC2
MT451980	p__Uroviricota;c__Caudoviricetes;o__Ignaciovirus;f__Ignaciovirus;g__Ignaciovirus;s__Ignaciovirus ignacio
OM258170	p__Uroviricota;c__Caudoviricetes;o__Drexlerviridae;f__Drexlerviridae;g__Rtpvirus;s__Rtpvirus ZL19
MG581355	p__Uroviricota;c__Caudoviricetes;o__Dhillonvirus;f__Dhillonvirus;g__Dhillonvirus;s__Dhillonvirus B2
MW291017	p__Uroviricota;c__Caudoviricetes;o__Dolmabahcevirus;f__Dolmabahcevirus;g__Dolmabahcevirus;s__Dolmabahcevirus turkishdelight
MW175491	p__Uroviricota;c__Caudoviricetes;o__Otagovirus;f__Otagovirus;g__Otagovirus;s__Otagovirus PN09
MZ274308	p__Uroviricota;c__Caudoviricetes;o__Nanditavirus;f__Nanditavirus;g__Nanditavirus;s__Nanditavirus popper
KX898400	p__Uroviricota;c__Caudoviricetes;o__Nipunavirus;f__Nipunavirus;g__Nipunavirus;s__Nipunavirus JG054
OP072785	p__Uroviricota;c__Caudoviricetes;o__Umezonoviridae;f__Umezonoviridae;g__Namikivirus;s__Namikivirus isobe
MN850629	p__Uroviricota;c__Caudoviricetes;o__Dhillonvirus;f__Dhillonvirus;g__Dhillonvirus;s__Dhillonvirus mckay
KY379853	p__Uroviricota;c__Caudoviricetes;o__Jerseyvirus;f__Jerseyvirus;g__Jerseyvirus;s__Jerseyvirus LPSE1
OP646176	p__Uroviricota;c__Caudoviricetes;o__Layangbvirus;f__Layangbvirus;g__Layangbvirus;s__Layangbvirus LY5
OM638608	p__Uroviricota;c__Caudoviricetes;o__Peduoviridae;f__Peduoviridae;g__Kayeltresvirus;s__Kayeltresvirus musica
MT514532	p__Uroviricota;c__Caudoviricetes;o__Andromedavirus;f__Andromedavirus;g__Andromedavirus;s__Andromedavirus bolokhovo
MH362766	p__Uroviricota;c__Caudoviricetes;o__Halfdanvirus;f__Halfdanvirus;g__Halfdanvirus;s__Halfdanvirus halfdan
MF893340	p__Uroviricota;c__Caudoviricetes;o__Shenlongvirus;f__Shenlongvirus;g__Shenlongvirus;s__Shenlongvirus PPSC2
OP793478	p__Uroviricota;c__Caudoviricetes;o__Jerseyvirus;f__Jerseyvirus;g__Jerseyvirus;s__Jerseyvirus ZCSE9
OL960578	p__Uroviricota;c__Caudoviricetes;o__Drexlerviridae;f__Drexlerviridae;g__Tunavirus;s__Tunavirus SA32RD
MH834621	p__Uroviricota;c__Caudoviricetes;o__Nanditavirus;f__Nanditavirus;g__Nanditavirus;s__Nanditavirus nandita
OP484843	p__Uroviricota;c__Caudoviricetes;o__Peduoviridae;f__Peduoviridae;g__Bielevirus;s__Bielevirus A051
ON602735	p__Uroviricota;c__Caudoviricetes;o__Drexlerviridae;f__Drexlerviridae;g__Webervirus;s__Webervirus VLCpiD7c
MZ622179	p__Uroviricota;c__Caudoviricetes;o__Quhwahvirus;f__Quhwahvirus;g__Quhwahvirus;s__Quhwahvirus honeyfin
OQ362005	p__Uroviricota;c__Caudoviricetes;o__Demerecviridae;f__Demerecviridae;g__Epseptimavirus;s__Epseptimavirus GSW6
MG197810	p__Uroviricota;c__Caudoviricetes;o__Bimevirus;f__Bimevirus;g__Bimevirus;s__Bimevirus bv1611EK21
ON005621	p__Uroviricota;c__Caudoviricetes;o__Mesyanzhinovviridae;f__Mesyanzhinovviridae;g__Ghuizhouvirus;s__Ghuizhouvirus A1432
MK937591	p__Uroviricota;c__Caudoviricetes;o__Mementomorivirus;f__Mementomorivirus;g__Mementomorivirus;s__Mementomorivirus cinna
OP030808	p__Uroviricota;c__Caudoviricetes;o__Umezonoviridae;f__Umezonoviridae;g__Namikivirus;s__Namikivirus myojin
OP072603	p__Uroviricota;c__Caudoviricetes;o__Umezonoviridae;f__Umezonoviridae;g__Namikivirus;s__Namikivirus yamaki
OL615010	p__Uroviricota;c__Caudoviricetes;o__Dhillonvirus;f__Dhillonvirus;g__Dhillonvirus;s__Dhillonvirus stardew
MN175603	p__Uroviricota;c__Caudoviricetes;o__Metamorphoovirus;f__Metamorphoovirus;g__Metamorphoovirus;s__Metamorphoovirus tyrumba
MZ428221	p__Uroviricota;c__Caudoviricetes;o__Drexlerviridae;f__Drexlerviridae;g__Webervirus;s__Webervirus VAC2
MK373790	p__Uroviricota;c__Caudoviricetes;o__Dhillonvirus;f__Dhillonvirus;g__Dhillonvirus;s__Dhillonvirus WF5505
MN234184	p__Uroviricota;c__Caudoviricetes;o__Identitycrisisvirus;f__Identitycrisisvirus;g__Identitycrisisvirus;s__Identitycrisisvirus identitycrisis
KU958700	p__Uroviricota;c__Caudoviricetes;o__Chymeravirus;f__Chymeravirus;g__Chymeravirus;s__Chymeravirus chymera
OQ709208	p__Uroviricota;c__Caudoviricetes;o__Zierdtviridae;f__Zierdtviridae;g__Commandariavirus;s__Commandariavirus commandaria
MT074462	p__Uroviricota;c__Caudoviricetes;o__Jerseyvirus;f__Jerseyvirus;g__Jerseyvirus;s__Jerseyvirus templet
KT716399	p__Uroviricota;c__Caudoviricetes;o__Porunavirus;f__Porunavirus;g__Porunavirus;s__Porunavirus POR1
MK552105	p__Uroviricota;c__Caudoviricetes;o__Drexlerviridae;f__Drexlerviridae;g__Jahatvirus;s__Jahatvirus MG145
OQ025560	p__Uroviricota;c__Caudoviricetes;o__Peduoviridae;f__Peduoviridae;g__Irtavirus;s__Irtavirus CFP3
MZ501074	p__Uroviricota;c__Caudoviricetes;o__Demerecviridae;f__Demerecviridae;g__Tequintavirus;s__Tequintavirus hildybeyeler
OQ721911	p__Uroviricota;c__Caudoviricetes;o__Straboviridae;f__Straboviridae;g__Tequatrovirus;s__Tequatrovirus vipecoom
OM262541	p__Uroviricota;c__Caudoviricetes;o__Dhillonvirus;f__Dhillonvirus;g__Dhillonvirus;s__Dhillonvirus Zar3M
OQ709211	p__Uroviricota;c__Caudoviricetes;o__Aziravirus;f__Aziravirus;g__Aziravirus;s__Aziravirus azira
